p-variable	p-treatment	p-interaction	adjusted.p-variable	adjusted.p-treatment	adjusted.p-interaction
Acaryochloridaceae	0.762413264808962	0.871053410689882	0.765455152668828	0.999801312442041	0.98110740506351	0.997469874609647
Acetobacteraceae	0.859083518473445	0.655421092131659	0.959558641655484	0.999801312442041	0.98110740506351	0.997469874609647
Acholeplasmataceae	0.529795502580449	0.378852965153544	0.56538825947643	0.999801312442041	0.98110740506351	0.997469874609647
Acidaminococcaceae	0.0902260516543481	0.739928829114464	0.542990740131696	0.999801312442041	0.98110740506351	0.997469874609647
Acidiferrobacteraceae	0.198065946956976	0.224069922529178	0.435859864964318	0.999801312442041	0.98110740506351	0.997469874609647
Acidilobaceae	0.125988380744382	0.953650077416992	0.793838152773195	0.999801312442041	0.996997808208673	0.997469874609647
Acidimicrobiaceae	0.909056220548092	0.970198776510484	0.887865733468161	0.999801312442041	0.999293237170301	0.997469874609647
Acidithiobacillaceae	0.474381067902434	0.753924267887584	0.852012688338627	0.999801312442041	0.98110740506351	0.997469874609647
Acidobacteriaceae	0.8839017097174	0.765872719983261	0.995360456618271	0.999801312442041	0.98110740506351	0.997469874609647
Acidothermaceae	0.36031283175091	0.784770670078851	0.403971393221871	0.999801312442041	0.98110740506351	0.997469874609647
Actinomycetaceae	0.630173540737048	0.794971460937387	0.9585217925586	0.999801312442041	0.98110740506351	0.997469874609647
Actinopolysporaceae	0.494535969907307	0.447751529510492	0.509799579296802	0.999801312442041	0.98110740506351	0.997469874609647
Aerococcaceae	0.366861415439848	0.546823845476081	0.580568983698253	0.999801312442041	0.98110740506351	0.997469874609647
Aeromonadaceae	0.372718346469306	0.6974732898422	0.904457954246885	0.999801312442041	0.98110740506351	0.997469874609647
Akkermansiaceae	0.250653683684096	0.84668508921841	0.404750484537641	0.999801312442041	0.98110740506351	0.997469874609647
Alcaligenaceae	0.701275735306783	0.494598440000992	0.817857759470162	0.999801312442041	0.98110740506351	0.997469874609647
Alcanivoracaceae	0.575532603620405	0.156113723451798	0.415620585611353	0.999801312442041	0.98110740506351	0.997469874609647
Alicyclobacillaceae	0.98168904730119	0.45588170412525	0.82153637576948	0.999801312442041	0.98110740506351	0.997469874609647
Alteromonadaceae	0.835437502594465	0.878013595354425	0.596952376086575	0.999801312442041	0.98110740506351	0.997469874609647
Amoebophilaceae	0.412106812181982	0.330541392705561	0.569597993101199	0.999801312442041	0.98110740506351	0.997469874609647
Anaerohalosphaeraceae	0.721506007541888	0.793556407006893	0.871120091686943	0.999801312442041	0.98110740506351	0.997469874609647
Anaerolineaceae	0.876220165721141	0.503851228790871	0.903291497417308	0.999801312442041	0.98110740506351	0.997469874609647
Anaeromyxobacteraceae	0.711539609980041	0.128504089044226	0.236793291071043	0.999801312442041	0.98110740506351	0.997469874609647
Anaplasmataceae	0.964506995034961	0.346338943135763	0.411621439912638	0.999801312442041	0.98110740506351	0.997469874609647
Aphanizomenonaceae	0.980206155204647	0.610411111029398	0.66933495833034	0.999801312442041	0.98110740506351	0.997469874609647
Aphanothecaceae	0.477634229796877	0.396960153764248	0.373356939528535	0.999801312442041	0.98110740506351	0.997469874609647
Aquificaceae	0.415676908013042	0.296052871208353	0.263963719099416	0.999801312442041	0.98110740506351	0.997469874609647
Archaeoglobaceae	0.276066757518118	0.766346328702203	0.479711547450022	0.999801312442041	0.98110740506351	0.997469874609647
Archangiaceae	0.882741796264669	0.371418114629993	0.605399780502059	0.999801312442041	0.98110740506351	0.997469874609647
Ardenticatenaceae	0.438187763995401	0.78308906021899	0.851597137086066	0.999801312442041	0.98110740506351	0.997469874609647
Arenaviridae	0.0106328844363429	0.0433402856392244	0.117757082874362	0.999801312442041	0.98110740506351	0.997469874609647
Aspergillaceae	0.578332626112392	0.571768665661113	0.689728110509132	0.999801312442041	0.98110740506351	0.997469874609647
Aspiviridae	0.0108822733533312	0.775282418829943	0.862895958629027	0.999801312442041	0.98110740506351	0.997469874609647
Atopobiaceae	0.3321743464756	0.154664952871496	0.352326487561831	0.999801312442041	0.98110740506351	0.997469874609647
Aurantimonadaceae	0.950002143826478	0.533495189390918	0.891852878810583	0.999801312442041	0.98110740506351	0.997469874609647
Azonexaceae	0.489674443277104	0.691877908915008	0.857541324346074	0.999801312442041	0.98110740506351	0.997469874609647
Bacillaceae	0.463264299290075	0.518617321704294	0.366158898040628	0.999801312442041	0.98110740506351	0.997469874609647
Bacteriovoracaceae	0.533518056046346	0.946025712121428	0.74526784137284	0.999801312442041	0.996997808208673	0.997469874609647
Bacteroidaceae	0.613285497912284	0.555573429201212	0.688362945812066	0.999801312442041	0.98110740506351	0.997469874609647
Baekduiaceae	0.136264628825322	0.0745080406794265	0.16839532960008	0.999801312442041	0.98110740506351	0.997469874609647
Barnesiellaceae	0.560895025681553	0.534503741461503	0.549698768993449	0.999801312442041	0.98110740506351	0.997469874609647
Bartonellaceae	0.508587405722259	0.374222596974088	0.338407020890636	0.999801312442041	0.98110740506351	0.997469874609647
Bdellovibrionaceae	0.482336250678396	0.7076615666301	0.483680657196378	0.999801312442041	0.98110740506351	0.997469874609647
Beijerinckiaceae	0.829014404781434	0.429468635531692	0.838253342077019	0.999801312442041	0.98110740506351	0.997469874609647
Bernardetiaceae	0.105820088765305	0.33353601265691	0.543691364903057	0.999801312442041	0.98110740506351	0.997469874609647
Beutenbergiaceae	0.57048268223053	0.175295728008223	0.368119506883785	0.999801312442041	0.98110740506351	0.997469874609647
Bifidobacteriaceae	0.203540852270574	0.963877554958645	0.95711910542587	0.999801312442041	0.999293237170301	0.997469874609647
Blattabacteriaceae	0.882580696454715	0.497912460482704	0.936735185735409	0.999801312442041	0.98110740506351	0.997469874609647
Bogoriellaceae	0.983989325542058	0.291836863984786	0.504220033710478	0.999801312442041	0.98110740506351	0.997469874609647
Borreliaceae	0.969962203117017	0.280479994880548	0.552081601941023	0.999801312442041	0.98110740506351	0.997469874609647
Brachyspiraceae	0.364150513999724	0.13773434982315	0.214546652333346	0.999801312442041	0.98110740506351	0.997469874609647
Bradymonadaceae	0.444476693795569	0.262936238946502	0.379568261780358	0.999801312442041	0.98110740506351	0.997469874609647
Bradyrhizobiaceae	0.702475317261367	0.462359714180461	0.707124738763225	0.999801312442041	0.98110740506351	0.997469874609647
Brevibacteriaceae	0.822272803995221	0.542172148290193	0.80077623874354	0.999801312442041	0.98110740506351	0.997469874609647
Brucellaceae	0.703698825981631	0.984361466594214	0.630038006475355	0.999801312442041	0.999911090845577	0.997469874609647
Budviciaceae	0.565042090945577	0.993844074931145	0.369388820861482	0.999801312442041	0.999911090845577	0.997469874609647
Burkholderiaceae	0.905864609687259	0.491459085399882	0.87297332697689	0.999801312442041	0.98110740506351	0.997469874609647
Caedimonadaceae	0.482059750781386	0.182571976618856	0.237610465168115	0.999801312442041	0.98110740506351	0.997469874609647
Caldilineaceae	0.995859588882603	0.444391997217111	0.860452043376933	0.999801312442041	0.98110740506351	0.997469874609647
Caldisphaeraceae	0.592557084233765	0.444298301021618	0.613872988133557	0.999801312442041	0.98110740506351	0.997469874609647
