p-variable	p-treatment	p-interaction	adjusted.p-variable	adjusted.p-treatment	adjusted.p-interaction
Acaryochloridaceae	0.0587233881990433	0.5412746000676	0.851217064630671	0.150768885050567	0.875913252065034	0.996366266286063
Acetobacteraceae	0.033214657836171	0.133867044688647	0.238512161474824	0.100738962228387	0.682616068974161	0.993134403308466
Acholeplasmataceae	0.977840042713179	0.972992763361952	0.663139250476838	0.986778251513116	0.997554475853497	0.996366266286063
Acidaminococcaceae	0.0069216769459604	0.80940558411782	0.538230121632322	0.0416926033889465	0.956727799642477	0.996366266286063
Acidiferrobacteraceae	0.011066763213809	0.333545378466716	0.725665483546587	0.0519366317752541	0.754322950756705	0.996366266286063
Acidilobaceae	0.8068536196296	0.33654452725473	0.520019789442765	0.901351547943428	0.754322950756705	0.993255791600021
Acidimicrobiaceae	0.613162103732609	0.367720552502588	0.408947967263437	0.753820670958575	0.777511701718191	0.993134403308466
Acidithiobacillaceae	0.171915158089443	0.338250356669131	0.636130403778823	0.329504053004767	0.754322950756705	0.996366266286063
Acidobacteriaceae	0.0299305337864928	0.318802136813305	0.475841774087793	0.0938730377849093	0.754322950756705	0.993134403308466
Acidothermaceae	0.0899277073636958	0.657535991601179	0.927499263669914	0.205317423307159	0.926290469280533	0.996366266286063
Actinomycetaceae	0.533687843769965	0.124617085359557	0.185911469408512	0.688307686357524	0.682616068974161	0.993134403308466
Actinopolysporaceae	0.00573154265222581	0.198897430064303	0.222778265525341	0.0381182113738391	0.69779580375333	0.993134403308466
Aerococcaceae	0.889443766151491	0.814694450168658	0.711493824046303	0.955616360105016	0.960119558286416	0.996366266286063
Aeromonadaceae	0.0379097547869901	0.179815489746552	0.3703670595888	0.110996016808615	0.682616068974161	0.993134403308466
Akkermansiaceae	0.120242800708156	0.58141006765032	0.596368045089916	0.250468022607178	0.919594147114546	0.996366266286063
Alcaligenaceae	0.00656531207043094	0.0806746323080578	0.172517146340881	0.0407196883469424	0.682616068974161	0.993134403308466
Alcanivoracaceae	0.00262327219919963	0.00626421821278015	0.0253066747143805	0.0284399232666595	0.419237437786496	0.993134403308466
Alicyclobacillaceae	0.0334921054210749	0.186730120317207	0.420545846117481	0.101025367171767	0.682616068974161	0.993134403308466
Alteromonadaceae	0.365333603256657	0.535124028105305	0.772682859952438	0.530695128941249	0.873635478299717	0.996366266286063
Amoebophilaceae	0.544554782549833	0.113194629096898	0.206747428039313	0.697434431479136	0.682616068974161	0.993134403308466
Anaerohalosphaeraceae	0.207075219541175	0.593463235166531	0.94293319578589	0.368727487699124	0.921985085262786	0.996366266286063
Anaerolineaceae	0.00984861020401413	0.148046948331501	0.356712845545855	0.0498755305744569	0.682616068974161	0.993134403308466
Anaeromyxobacteraceae	0.0218341120157793	0.238316090448715	0.468826244472934	0.0748834636532476	0.722804845756542	0.993134403308466
Anaplasmataceae	0.854732693525104	0.827594662688063	0.955033472356528	0.929833426809046	0.962402872289934	0.996366266286063
Aphanizomenonaceae	0.384380304328016	0.853585036393821	0.972823980589336	0.546850329868724	0.973510206796259	0.996366266286063
Aphanothecaceae	0.964308597944568	0.983980930192373	0.95525566552523	0.981543252424052	0.997554475853497	0.996366266286063
Aquificaceae	0.469251365170617	0.512246345343992	0.40815971594825	0.631772569693124	0.862996781934527	0.993134403308466
Archaeoglobaceae	0.624811801998969	0.967123457546763	0.691170832484909	0.759683072033989	0.997554475853497	0.996366266286063
Archangiaceae	0.00702790418696051	0.176804342170896	0.327628502225691	0.0416926033889465	0.682616068974161	0.993134403308466
Ardenticatenaceae	0.00209129113745756	0.0745672059664584	0.136906678401482	0.0270969407846283	0.682616068974161	0.993134403308466
Arenaviridae	0.10308121929478	0.0989304721530367	0.21254586787059	0.226696546018799	0.682616068974161	0.993134403308466
Aspergillaceae	0.0609291546595204	0.184338426578188	0.206130309648231	0.154990292037121	0.682616068974161	0.993134403308466
Aspiviridae	0.526283304594058	0.452080934016275	0.476770114730543	0.681944563699343	0.826320117804582	0.993134403308466
Atopobiaceae	0.961655659496294	0.15591231972858	0.401177061803249	0.981543252424052	0.682616068974161	0.993134403308466
Aurantimonadaceae	0.00122923784693359	0.0680135866441255	0.153698332472425	0.0218883642421724	0.682616068974161	0.993134403308466
Azonexaceae	0.109930142626944	0.164826401466958	0.370321571813306	0.237966426392443	0.682616068974161	0.993134403308466
Bacillaceae	0.650698219654364	0.938840627401358	0.907885666731943	0.780837863585236	0.993667337989468	0.996366266286063
Bacteriovoracaceae	0.676040808686993	0.921765661923365	0.852733767174628	0.804255444817284	0.99184141399941	0.996366266286063
Bacteroidaceae	0.00155497768177466	0.953052267794646	0.244752301237343	0.0231985859551247	0.996372825421675	0.993134403308466
Baekduiaceae	0.00414587383265323	0.0671964050347627	0.156556609951543	0.0326931765089226	0.682616068974161	0.993134403308466
Barnesiellaceae	0.013388415747908	0.66683392109901	0.298042334990453	0.0573014696856977	0.926290469280533	0.993134403308466
Bartonellaceae	0.808277203318835	0.542895525035526	0.527571277135281	0.901351547943428	0.875913252065034	0.996366266286063
Bdellovibrionaceae	0.312992109860638	0.217024771764359	0.268972483779556	0.485313608547956	0.707951342734575	0.993134403308466
Beijerinckiaceae	0.244754665070527	0.24390039039044	0.57431126500352	0.410850073437086	0.727746029705528	0.996366266286063
Bernardetiaceae	0.482684737724091	0.442775602112571	0.762874119527339	0.642028855960719	0.812000439754616	0.996366266286063
Beutenbergiaceae	0.0134417733836999	0.218065902063554	0.492440645451146	0.0573014696856977	0.707951342734575	0.993134403308466
Bifidobacteriaceae	0.0516376553698408	0.264227375962083	0.208535172623808	0.139043832995864	0.738696932001746	0.993134403308466
Blattabacteriaceae	0.583952752857003	0.985996851178855	0.384776287691183	0.732595271766058	0.997554475853497	0.993134403308466
Bogoriellaceae	0.00240534438124418	0.121713900838118	0.267966683741878	0.0270969407846283	0.682616068974161	0.993134403308466
Borreliaceae	0.891597692251204	0.817493102164159	0.617295128337914	0.955654225480902	0.960119558286416	0.996366266286063
Brachyspiraceae	0.588212434129491	0.622456759359791	0.990773545928122	0.734600143980721	0.922479244669037	0.996777812433279
Bradymonadaceae	0.000207263854401124	0.0806243168950193	0.119764595277565	0.0104470789178544	0.682616068974161	0.993134403308466
Bradyrhizobiaceae	0.0112695065238115	0.333416750754942	0.588872294937053	0.0519366317752541	0.754322950756705	0.996366266286063
Brevibacteriaceae	0.0295062742849077	0.227934319764581	0.400769983513378	0.0933361395132234	0.722804845756542	0.993134403308466
Brucellaceae	0.255232252735474	0.318022218772216	0.536278908330191	0.424212730990028	0.754322950756705	0.996366266286063
Budviciaceae	0.0412278901621444	0.128804418853555	0.44534276722422	0.118142501712237	0.682616068974161	0.993134403308466
Burkholderiaceae	0.0226209789774449	0.174282632012238	0.414971589671349	0.0766060146966233	0.682616068974161	0.993134403308466
Caedimonadaceae	0.694977556818039	0.674038753810202	0.82745539344779	0.8197171182982	0.927235235849086	0.996366266286063
Caldilineaceae	0.186415022992128	0.525004321221748	0.964647223506813	0.346468325561126	0.873635478299717	0.996366266286063
Caldisphaeraceae	0.195142587924586	0.243671437118701	0.392379679524298	0.353715248845524	0.727746029705528	0.993134403308466
Calditrichaceae	0.19403180868736	0.515725458485795	0.348802602019385	0.353715248845524	0.865290130954891	0.993134403308466
Calotrichaceae	0.998860732339182	0.988125570851433	0.811771570073592	0.998860732339182	0.997554475853497	0.996366266286063
Campylobacteraceae	0.783364297810348	0.91903505325135	0.970147222565735	0.894513904464453	0.991440850294732	0.996366266286063
Candidatus Brocadiaceae	0.420885397355802	0.781809356637759	0.552413373794709	0.588138544790543	0.955493140858892	0.996366266286063
Candidatus Deianiraeaceae	0.567786582571017	0.40922541553195	0.602639551901774	0.720501594434946	0.787047311590742	0.996366266286063
Candidatus Methanomethylophilaceae	0.000831432797485073	0.0722695892090478	0.123945957115121	0.0191229543421567	0.682616068974161	0.993134403308466
Candidatus Midichloriaceae	0.672347436838879	0.737246020346526	0.833554370143191	0.803324210249051	0.950840661755333	0.996366266286063
