p-variable	p-treatment	p-interaction	adjusted.p-variable	adjusted.p-treatment	adjusted.p-interaction
Acaryochloridaceae	0.0969480221733664	0.743058909610172	0.640300580532303	0.258528059128977	0.895771475432757	0.990207777930178
Acetobacteraceae	0.0656986204698271	0.10916976897509	0.232101860031382	0.205020637715537	0.723877518692454	0.990207777930178
Acholeplasmataceae	0.978667591106719	0.742637996922386	0.998167709738097	0.996724188728614	0.895771475432757	0.999326322136745
Acidaminococcaceae	0.0538246404928774	0.975288325268237	0.745825630540657	0.184750136672185	0.985243862651536	0.990207777930178
Acidiferrobacteraceae	0.0549384719129016	0.765403391240364	0.923018174826857	0.184750136672185	0.900858575617656	0.999326322136745
Acidilobaceae	0.945132487030821	0.283075041936039	0.696546100802391	0.983473548528847	0.731493891746058	0.990207777930178
Acidimicrobiaceae	0.515348933353582	0.433072065909869	0.482167520156746	0.680560049960629	0.767121141717029	0.990207777930178
Acidithiobacillaceae	0.274858538283276	0.554632742435211	0.813483092695029	0.486288183116565	0.837343624481198	0.990207777930178
Acidobacteriaceae	0.103104138975303	0.351445133521099	0.5254103664794	0.267249298054118	0.758871822779346	0.990207777930178
Acidothermaceae	0.209264314348634	0.749900117448483	0.550745319887147	0.421583582191409	0.895771475432757	0.990207777930178
Actinomycetaceae	0.821387731629869	0.151855187663719	0.160897365467246	0.899615134642238	0.723877518692454	0.990207777930178
Actinopolysporaceae	0.0121818109380874	0.314769784363765	0.212436568593438	0.0960622805403465	0.745720690853213	0.990207777930178
Aerococcaceae	0.611267581181078	0.567931052679956	0.693573559664184	0.747866190258496	0.838842476870803	0.990207777930178
Aeromonadaceae	0.0388475796515344	0.139366736206835	0.289620849736443	0.155501677917278	0.723877518692454	0.990207777930178
Akkermansiaceae	0.251856023679436	0.392623517243616	0.96837675331686	0.461875498574912	0.760114103513063	0.999326322136745
Alcaligenaceae	0.0171999744383395	0.0973093091188994	0.182677195096232	0.105030468895725	0.723877518692454	0.990207777930178
Alcanivoracaceae	0.00387044647549234	0.0079777230233951	0.0395761285443679	0.0691292012538728	0.506069573778546	0.990207777930178
Alicyclobacillaceae	0.0838024169507551	0.354799861446556	0.599700523710609	0.235073523682805	0.758871822779346	0.990207777930178
Alteromonadaceae	0.441556783611601	0.741072539976691	0.990563765262832	0.626579291911578	0.895771475432757	0.999326322136745
Amoebophilaceae	0.505660871766672	0.038214341674064	0.0551049290128832	0.672813319295109	0.674294183695628	0.990207777930178
Anaerohalosphaeraceae	0.368762734904983	0.979139148408748	0.787428503463367	0.565436193520974	0.985243862651536	0.990207777930178
Anaerolineaceae	0.0139040707414623	0.203160632643535	0.459400244588166	0.102167115641032	0.723877518692454	0.990207777930178
Anaeromyxobacteraceae	0.05225592268789	0.213373996742465	0.423703440934731	0.181416788199467	0.723877518692454	0.990207777930178
Anaplasmataceae	0.975697328785945	0.647291372529023	0.69810856086426	0.995535906635567	0.860975512375953	0.990207777930178
Aphanizomenonaceae	0.394185827245663	0.389020780998362	0.601047984038057	0.588980014507564	0.760114103513063	0.990207777930178
Aphanothecaceae	0.969427209622228	0.950933614840937	0.992193163856795	0.992870357643901	0.983486807553453	0.999326322136745
Aquificaceae	0.669590263925116	0.853611066861998	0.693210594242588	0.807017086652105	0.953832609125148	0.990207777930178
Archaeoglobaceae	0.573235445604792	0.394808293357953	0.336214923118985	0.712671094535687	0.760114103513063	0.990207777930178
Archangiaceae	0.0154309855683144	0.170582740073287	0.287796254657499	0.105030468895725	0.723877518692454	0.990207777930178
Ardenticatenaceae	0.00220796253178906	0.0748832513044023	0.11407738075461	0.0609397658773782	0.723877518692454	0.990207777930178
Arenaviridae	0.0692466372200893	0.0889189469180832	0.103288881234833	0.207739911660268	0.723877518692454	0.990207777930178
Aspergillaceae	0.0467918453748881	0.15698980875504	0.198073168422007	0.170006151399019	0.723877518692454	0.990207777930178
Aspiviridae	0.341196611160936	0.515503171711141	0.546653026871055	0.536337047462231	0.814854378724011	0.990207777930178
Atopobiaceae	0.814142458181094	0.0812217901895878	0.263032940618276	0.899615134642238	0.723877518692454	0.990207777930178
Aurantimonadaceae	0.00203601383717482	0.0485448994744283	0.10444483488671	0.060514674909123	0.674294183695628	0.990207777930178
Azonexaceae	0.14589239045534	0.151655062713402	0.430412810952567	0.32604291308238	0.723877518692454	0.990207777930178
Bacillaceae	0.612383184776885	0.666414842113344	0.568528305593243	0.747866190258496	0.867454780081333	0.990207777930178
Bacteriovoracaceae	0.994214458884479	0.784860276918392	0.461469335082944	0.999388185701718	0.914014499702432	0.990207777930178
Bacteroidaceae	0.0301655068492297	0.379287097678068	0.762399042408573	0.135376908786787	0.760114103513063	0.990207777930178
Baekduiaceae	0.0182806874922308	0.12233907190868	0.184050246964146	0.105468463067165	0.723877518692454	0.990207777930178
Barnesiellaceae	0.076980958014404	0.553542691060312	0.927307720935285	0.224833274200799	0.837343624481198	0.999326322136745
Bartonellaceae	0.566035172543509	0.257872001555347	0.222354503697937	0.710116852827311	0.723934603915412	0.990207777930178
Bdellovibrionaceae	0.458223020741562	0.220083308062218	0.388606559593056	0.633932600123665	0.723877518692454	0.990207777930178
Beijerinckiaceae	0.280789519182141	0.21456646312658	0.551653455580007	0.48956762799207	0.723877518692454	0.990207777930178
Bernardetiaceae	0.487563388311777	0.262504219103936	0.463269657683997	0.658294476266822	0.723934603915412	0.990207777930178
Beutenbergiaceae	0.0345852644661547	0.244903689392106	0.614404631613346	0.145635745143484	0.723877518692454	0.990207777930178
Bifidobacteriaceae	0.0612247532822376	0.838647115669227	0.777120325407477	0.197637800068978	0.947021885284301	0.990207777930178
Blattabacteriaceae	0.485472446521483	0.812000611099222	0.49146974443224	0.658294476266822	0.922272299026276	0.990207777930178
Bogoriellaceae	0.00625177598458762	0.0985350249951208	0.203125249634172	0.0784313714430083	0.723877518692454	0.990207777930178
Borreliaceae	0.868087116268935	0.791379735362423	0.675343425178401	0.935906422227446	0.917734483025331	0.990207777930178
Brachyspiraceae	0.475691955531022	0.391755483671122	0.654504558462028	0.648350517168208	0.760114103513063	0.990207777930178
Bradymonadaceae	0.000569504510569777	0.144161179099196	0.130688992679571	0.0294048674285037	0.723877518692454	0.990207777930178
Bradyrhizobiaceae	0.0225232060383496	0.370869471694877	0.607757755253083	0.114286734954093	0.760114103513063	0.990207777930178
Brevibacteriaceae	0.0742511431538832	0.533681214408303	0.624974121054136	0.219227890049656	0.829811310119165	0.990207777930178
Brucellaceae	0.455871598397742	0.645742850232346	0.862816411039468	0.633932600123665	0.860975512375953	0.990207777930178
Budviciaceae	0.064996522852987	0.655557684921231	0.908564607602851	0.205020637715537	0.865596764214213	0.999326322136745
Burkholderiaceae	0.0661934262970672	0.258449603419961	0.504059246293511	0.205020637715537	0.723934603915412	0.990207777930178
Caedimonadaceae	0.996857451286272	0.0691038421306933	0.21624466987853	0.999388185701718	0.719723035021561	0.990207777930178
Caldilineaceae	0.249121648334323	0.899257354991147	0.79339153182449	0.458383832935154	0.971409119285936	0.990207777930178
Caldisphaeraceae	0.274115718138508	0.146387234697606	0.220471844625823	0.486288183116565	0.723877518692454	0.990207777930178
Calditrichaceae	0.408194354924773	0.662562919962795	0.633627882796932	0.600862090449266	0.867454780081333	0.990207777930178
Calotrichaceae	0.888557159822633	0.682541818434011	0.510041153234762	0.950549519810258	0.870122595324652	0.990207777930178
Campylobacteraceae	0.783053483850213	0.809796645812693	0.775349062152375	0.885749022715815	0.922272299026276	0.990207777930178
Candidatus Brocadiaceae	0.54675577626197	0.554985313342346	0.760522780886194	0.694259489946674	0.837343624481198	0.990207777930178
Candidatus Deianiraeaceae	0.818619029692884	0.160727853868537	0.488085401607596	0.899615134642238	0.723877518692454	0.990207777930178
Candidatus Methanomethylophilaceae	0.0020829326508575	0.0966460296701984	0.200284050460414	0.060514674909123	0.723877518692454	0.990207777930178
Candidatus Midichloriaceae	0.851394148688837	0.358099166857409	0.593719007671096	0.91970561658755	0.760114103513063	0.990207777930178
Candidatus Nanopelagicaceae	0.74757858390676	0.629599997532657	0.794245337967729	0.870597844549645	0.860252287639903	0.990207777930178
Candidatus Nitrosocaldaceae	0.511526729862543	0.129093091040653	0.252211112127559	0.678756622317605	0.723877518692454	0.990207777930178
Candidatus Paracaedibacteraceae	0.771300052916738	0.184927659949112	0.522187124032301	0.881485774761986	0.723877518692454	0.990207777930178
Cardiobacteriaceae	0.0238734532452244	0.364819630654835	0.918456633656221	0.117723504889356	0.760114103513063	0.999326322136745
Carnobacteriaceae	0.43648697601411	0.72501770936319	0.920732426718928	0.622586074314699	0.895771475432757	0.999326322136745
Casimicrobiaceae	0.0393917138829865	0.247369619113464	0.556222165531631	0.156433281031716	0.723877518692454	0.990207777930178
Catenulisporaceae	0.00234967744922765	0.0188776707850228	0.0690314069618002	0.061762950093984	0.534609936856818	0.990207777930178
Caulobacteraceae	0.0145903554897191	0.11073731575601	0.276253699792641	0.103254823465704	0.723877518692454	0.990207777930178
Cellulomonadaceae	0.0674350682258887	0.35020728936425	0.433426112840705	0.205020637715537	0.758871822779346	0.990207777930178
Cellvibrionaceae	0.342012030265771	0.59511064401914	0.81887628778932	0.536337047462231	0.838842476870803	0.990207777930178
Chaetomiaceae	0.147669459796164	0.645544774675956	0.873165890451816	0.327363621716798	0.860975512375953	0.990207777930178
Chamaesiphonaceae	0.210815418892422	0.980080262714902	0.613133465860301	0.421630837784845	0.985243862651536	0.990207777930178
Chelatococcaceae	0.000585966561075255	0.375231784312562	0.571172232872559	0.0294048674285037	0.760114103513063	0.990207777930178
Chitinophagaceae	0.814277132385606	0.578821817003004	0.55015284414895	0.899615134642238	0.838842476870803	0.990207777930178
Chlamydiaceae	0.221796740262357	0.0155854760040494	0.0388318548035185	0.432307342870969	0.506069573778546	0.990207777930178
Chlorobiaceae	0.210186568709567	0.678706828542542	0.896933471838143	0.421630837784845	0.868644310744698	0.99665145604924
Chloroflexaceae	0.395480526699571	0.620696853239656	0.823963652379029	0.588980014507564	0.85870842854208	0.990207777930178
Christensenellaceae	0.51781742931787	0.539378265569007	0.298767348329825	0.680560049960629	0.833996645921826	0.990207777930178
Chromatiaceae	0.0894104472467965	0.459571261166852	0.604819181166448	0.242372473844987	0.779716730793556	0.990207777930178
Chromobacteriaceae	0.0172645825120937	0.206916409281933	0.386877184393324	0.105030468895725	0.723877518692454	0.990207777930178
Chroococcaceae	0.292527105561212	0.233724107228023	0.0932617803798229	0.496846037753196	0.723877518692454	0.990207777930178
Chroococcidiopsidaceae	0.290150863512633	0.317241569175663	0.564493515917871	0.494331100799301	0.745793789305474	0.990207777930178
