p-variable	p-treatment	p-interaction	adjusted.p-variable	adjusted.p-treatment	adjusted.p-interaction
Acaryochloridaceae	0.798062015861025	0.34525441057476	0.158566478655149	0.875805631720251	0.998095549535311	0.999964951529915
Acetobacteraceae	0.196938899242289	0.652464263251781	0.95402106061871	0.658778458627496	0.998095549535311	0.999964951529915
Acholeplasmataceae	0.44700114088176	0.663894934801378	0.847792324927689	0.695316677237701	0.998095549535311	0.999964951529915
Acidaminococcaceae	0.01261371797718	0.687370467890313	0.328287979073223	0.658778458627496	0.998095549535311	0.999964951529915
Acidiferrobacteraceae	0.102387138295027	0.71900548408443	0.945169192208164	0.658778458627496	0.998095549535311	0.999964951529915
Acidilobaceae	0.175099218066845	0.737173652624664	0.483350862460307	0.658778458627496	0.998095549535311	0.999964951529915
Acidimicrobiaceae	0.679459685077232	0.526201569554845	0.663596194683155	0.804853532537837	0.998095549535311	0.999964951529915
Acidithiobacillaceae	0.226604040696082	0.478007354116296	0.496582489281892	0.658778458627496	0.998095549535311	0.999964951529915
Acidobacteriaceae	0.157939367220378	0.880741352239636	0.895680837184968	0.658778458627496	0.998095549535311	0.999964951529915
Acidothermaceae	0.979421854870372	0.585741096374016	0.565761126943191	0.990145355912	0.998095549535311	0.999964951529915
Actinomycetaceae	0.262699140578567	0.848834331175655	0.803187718196415	0.658778458627496	0.998095549535311	0.999964951529915
Actinopolysporaceae	0.201431549829913	0.759537752583112	0.968979465213091	0.658778458627496	0.998095549535311	0.999964951529915
Aerococcaceae	0.239400915541504	0.954512159882554	0.763850375839988	0.658778458627496	0.998095549535311	0.999964951529915
Aeromonadaceae	0.566065710118828	0.709047021316843	0.904422052797253	0.749324393250822	0.998095549535311	0.999964951529915
Akkermansiaceae	0.435180987567189	0.555006071678541	0.423769215009622	0.690608290333273	0.998095549535311	0.999964951529915
Alcaligenaceae	0.223954986765106	0.817208697024029	0.877408044167028	0.658778458627496	0.998095549535311	0.999964951529915
Alcanivoracaceae	0.0670385106786878	0.276487962827285	0.718371444999504	0.658778458627496	0.998095549535311	0.999964951529915
Alicyclobacillaceae	0.343450086129269	0.798780398738828	0.824049738564546	0.661158979122153	0.998095549535311	0.999964951529915
Alteromonadaceae	0.471432792444214	0.745375222243908	0.999726880496679	0.707149188666321	0.998095549535311	0.999964951529915
