p-variable	p-treatment	p-interaction	adjusted.p-variable	adjusted.p-treatment	adjusted.p-interaction
Acaryochloridaceae	0.890298888489815	0.832405881126288	0.303098985377341	0.968468367756114	0.992919919456625	0.991517829070563
Acetobacteraceae	0.604429665415865	0.840212411893312	0.783457956870371	0.968468367756114	0.992919919456625	0.991517829070563
Acholeplasmataceae	0.38317813475887	0.621090320743564	0.672413657774001	0.968468367756114	0.992919919456625	0.991517829070563
Acidaminococcaceae	0.0368269308282186	0.58681314102716	0.366115614374919	0.968468367756114	0.992919919456625	0.991517829070563
Acidiferrobacteraceae	0.684341078930981	0.350901534008622	0.412265498500752	0.968468367756114	0.992919919456625	0.991517829070563
Acidilobaceae	0.0195778319409557	0.444472357288595	0.736354434503945	0.968468367756114	0.992919919456625	0.991517829070563
Acidimicrobiaceae	0.940147150924733	0.495371153658556	0.458332171772049	0.985763841885544	0.992919919456625	0.991517829070563
Acidithiobacillaceae	0.322110229498234	0.704921029371096	0.526035538453515	0.968468367756114	0.992919919456625	0.991517829070563
Acidobacteriaceae	0.481613192416399	0.836245149625176	0.640216188107374	0.968468367756114	0.992919919456625	0.991517829070563
Acidothermaceae	0.893026085485258	0.330262878148554	0.736486124839447	0.968468367756114	0.992919919456625	0.991517829070563
Actinomycetaceae	0.154733063563519	0.782782785646096	0.926467790323369	0.968468367756114	0.992919919456625	0.998506797002382
Actinopolysporaceae	0.884682497821842	0.173389312076403	0.270853134840569	0.968468367756114	0.992919919456625	0.991517829070563
Aerococcaceae	0.19155580202729	0.363007652858712	0.79129756216782	0.968468367756114	0.992919919456625	0.991517829070563
Aeromonadaceae	0.853860842508721	0.826205853175986	0.614701703525955	0.968468367756114	0.992919919456625	0.991517829070563
Akkermansiaceae	0.648987668748258	0.575346305733488	0.343400804040918	0.968468367756114	0.992919919456625	0.991517829070563
Alcaligenaceae	0.530832933215865	0.582526234136164	0.44485417832628	0.968468367756114	0.992919919456625	0.991517829070563
Alcanivoracaceae	0.331755102083142	0.793007726579568	0.735250246795851	0.968468367756114	0.992919919456625	0.991517829070563
Alicyclobacillaceae	0.815784209141949	0.425534878444689	0.34615728670215	0.968468367756114	0.992919919456625	0.991517829070563
Alteromonadaceae	0.798093823610263	0.879476083521888	0.968045418262339	0.968468367756114	0.992919919456625	0.998506797002382
Amoebophilaceae	0.699334023851123	0.779250739624678	0.539377208890535	0.968468367756114	0.992919919456625	0.991517829070563
Anaerohalosphaeraceae	0.338663816694349	0.821047733691345	0.613267123402282	0.968468367756114	0.992919919456625	0.991517829070563
Anaerolineaceae	0.736351463240075	0.787278129387182	0.974223260890627	0.968468367756114	0.992919919456625	0.998506797002382
Anaeromyxobacteraceae	0.767232999821461	0.53208630544486	0.292659397639659	0.968468367756114	0.992919919456625	0.991517829070563
Anaplasmataceae	0.29384679000333	0.684785877328736	0.837875800786942	0.968468367756114	0.992919919456625	0.991517829070563
Aphanizomenonaceae	0.273424818398095	0.889766280345897	0.566416852013717	0.968468367756114	0.992919919456625	0.991517829070563
Aphanothecaceae	0.484344679062026	0.543826635781428	0.707764415447768	0.968468367756114	0.992919919456625	0.991517829070563
Aquificaceae	0.569274393982475	0.881460768686133	0.917673960906973	0.968468367756114	0.992919919456625	0.998506797002382
Archaeoglobaceae	0.274419178759392	0.255311407525102	0.714578482960097	0.968468367756114	0.992919919456625	0.991517829070563
Archangiaceae	0.566957609729082	0.436670159573921	0.288507538345321	0.968468367756114	0.992919919456625	0.991517829070563
Ardenticatenaceae	0.670188142302611	0.240560701325438	0.189103117984527	0.968468367756114	0.992919919456625	0.991517829070563
Arenaviridae	0.0907220716903877	0.734956688303789	0.492523680726165	0.968468367756114	0.992919919456625	0.991517829070563
Aspergillaceae	0.300897949714291	0.903603056777012	0.919568780462923	0.968468367756114	0.992919919456625	0.998506797002382
Aspiviridae	0.621610644476647	0.763022902230961	0.725454372094738	0.968468367756114	0.992919919456625	0.991517829070563
Atopobiaceae	0.914796271377042	0.80851699100079	0.355231357319618	0.980519498641024	0.992919919456625	0.991517829070563
Aurantimonadaceae	0.609876590174778	0.935952536313461	0.925152055105687	0.968468367756114	0.992919919456625	0.998506797002382
Azonexaceae	0.722057673097935	0.819167817590824	0.733687653627386	0.968468367756114	0.992919919456625	0.991517829070563
Bacillaceae	0.369651729248478	0.751406914579015	0.741978760201722	0.968468367756114	0.992919919456625	0.991517829070563
Bacteriovoracaceae	0.383833782073937	0.248088270251491	0.230996892167301	0.968468367756114	0.992919919456625	0.991517829070563
Bacteroidaceae	0.749775350453194	0.66121079465821	0.562986908497265	0.968468367756114	0.992919919456625	0.991517829070563
Baekduiaceae	0.526459925449663	0.136916842817508	0.160209017619221	0.968468367756114	0.992919919456625	0.991517829070563
Barnesiellaceae	0.427663821935268	0.380068073112906	0.338949215062009	0.968468367756114	0.992919919456625	0.991517829070563
Bartonellaceae	0.318442392782056	0.306829663596272	0.258346172010412	0.968468367756114	0.992919919456625	0.991517829070563
Bdellovibrionaceae	0.25342752084772	0.322441936315706	0.623377295639614	0.968468367756114	0.992919919456625	0.991517829070563
Beijerinckiaceae	0.324965141550207	0.822220319911142	0.521553352330083	0.968468367756114	0.992919919456625	0.991517829070563
Bernardetiaceae	0.437032092051892	0.520288126909931	0.413145507336047	0.968468367756114	0.992919919456625	0.991517829070563
Beutenbergiaceae	0.601864499465762	0.896879109540838	0.471753655400614	0.968468367756114	0.992919919456625	0.991517829070563
Bifidobacteriaceae	0.579405694894653	0.227698911475321	0.876261031156427	0.968468367756114	0.992919919456625	0.997311524120305
Blattabacteriaceae	0.329978599299462	0.483257727085431	0.632090303378231	0.968468367756114	0.992919919456625	0.991517829070563
Bogoriellaceae	0.967246373917064	0.0566717629821079	0.0155535239217425	0.995646811632672	0.992919919456625	0.991517829070563
Borreliaceae	0.273505711829943	0.419193556436679	0.267683223721626	0.968468367756114	0.992919919456625	0.991517829070563
Brachyspiraceae	0.486095726808564	0.857975081738974	0.818287403600242	0.968468367756114	0.992919919456625	0.991517829070563
Bradymonadaceae	0.272786293885526	0.133984779806442	0.19419947059643	0.968468367756114	0.992919919456625	0.991517829070563
Bradyrhizobiaceae	0.731092583468394	0.551991706512484	0.393328078863871	0.968468367756114	0.992919919456625	0.991517829070563
Brevibacteriaceae	0.88052913986776	0.146863296544716	0.233617161037567	0.968468367756114	0.992919919456625	0.991517829070563
Brucellaceae	0.445999360996667	0.683556494451578	0.707968188460099	0.968468367756114	0.992919919456625	0.991517829070563
Budviciaceae	0.173282053355494	0.943809543929971	0.617827451207672	0.968468367756114	0.992919919456625	0.991517829070563
Burkholderiaceae	0.625569921050356	0.478988702749	0.354345476206044	0.968468367756114	0.992919919456625	0.991517829070563
Caedimonadaceae	0.877771559544524	0.314164249735183	0.998506797002382	0.968468367756114	0.992919919456625	0.998506797002382
Caldilineaceae	0.728143920980666	0.690458842485955	0.950912113356313	0.968468367756114	0.992919919456625	0.998506797002382
Caldisphaeraceae	0.112063011758082	0.380753095923471	0.336110725561787	0.968468367756114	0.992919919456625	0.991517829070563
Calditrichaceae	0.822915450356561	0.915895839961006	0.393356962960092	0.968468367756114	0.992919919456625	0.991517829070563
Calotrichaceae	0.052812179253945	0.388363383319056	0.384678151922917	0.968468367756114	0.992919919456625	0.991517829070563
Campylobacteraceae	0.470547120236469	0.820978757139553	0.442287136350164	0.968468367756114	0.992919919456625	0.991517829070563
Candidatus Brocadiaceae	0.815761272294259	0.0070257594350396	0.132317549497729	0.968468367756114	0.992919919456625	0.991517829070563
Candidatus Deianiraeaceae	0.333427548784972	0.938471181645948	0.980158459473044	0.968468367756114	0.992919919456625	0.998506797002382
Candidatus Methanomethylophilaceae	0.666135052554087	0.900075721541825	0.787113060065482	0.968468367756114	0.992919919456625	0.991517829070563
Candidatus Midichloriaceae	0.215508793253009	0.858615348403636	0.821638387807366	0.968468367756114	0.992919919456625	0.991517829070563
Candidatus Nanopelagicaceae	0.359315822415916	0.47773265498277	0.652315218991557	0.968468367756114	0.992919919456625	0.991517829070563
Candidatus Nitrosocaldaceae	0.329870053822727	0.116218028157898	0.10813700881066	0.968468367756114	0.992919919456625	0.991517829070563
Candidatus Paracaedibacteraceae	0.842894325822052	0.378090732935065	0.105859637994775	0.968468367756114	0.992919919456625	0.991517829070563
Cardiobacteriaceae	0.336013609687546	0.504527993796687	0.82905244139289	0.968468367756114	0.992919919456625	0.991517829070563
Carnobacteriaceae	0.426209301256535	0.893928434260037	0.7408551154105	0.968468367756114	0.992919919456625	0.991517829070563
Casimicrobiaceae	0.238409039376428	0.594039618299465	0.397088647206245	0.968468367756114	0.992919919456625	0.991517829070563
Catenulisporaceae	0.584251124284247	0.291492689024182	0.173568076857115	0.968468367756114	0.992919919456625	0.991517829070563
Caulobacteraceae	0.562310494886741	0.656608631548443	0.367874756846663	0.968468367756114	0.992919919456625	0.991517829070563
Cellulomonadaceae	0.68086975312341	0.12330852774159	0.109979445195025	0.968468367756114	0.992919919456625	0.991517829070563
Cellvibrionaceae	0.496347718034061	0.412782526571424	0.649593773932794	0.968468367756114	0.992919919456625	0.991517829070563
Chaetomiaceae	0.686044417278787	0.821537031005841	0.618083711913474	0.968468367756114	0.992919919456625	0.991517829070563
Chamaesiphonaceae	0.181846497539818	0.728786923123605	0.339398631694508	0.968468367756114	0.992919919456625	0.991517829070563
Chelatococcaceae	0.723726859966508	0.208767322756639	0.154967276596436	0.968468367756114	0.992919919456625	0.991517829070563
Chitinophagaceae	0.44101514183719	0.730860642528034	0.719906667451894	0.968468367756114	0.992919919456625	0.991517829070563
Chlamydiaceae	0.675438002391713	0.0550486200785119	0.165058555068881	0.968468367756114	0.992919919456625	0.991517829070563
Chlorobiaceae	0.670079525993233	0.875177959028557	0.843848122595561	0.968468367756114	0.992919919456625	0.991517829070563
Chloroflexaceae	0.428583177701817	0.575159688174329	0.857443653457736	0.968468367756114	0.992919919456625	0.991517829070563
Christensenellaceae	0.319271774850236	0.514860704216019	0.569116593945439	0.968468367756114	0.992919919456625	0.991517829070563
Chromatiaceae	0.504414500190204	0.690133819267665	0.518630039856415	0.968468367756114	0.992919919456625	0.991517829070563
Chromobacteriaceae	0.51538285789706	0.588170909495215	0.499070577258678	0.968468367756114	0.992919919456625	0.991517829070563
Chroococcaceae	0.701968785443232	0.990161936296669	0.905562371290423	0.968468367756114	0.999379133657232	0.998506797002382
Chroococcidiopsidaceae	0.470895855501006	0.628997139028096	0.683470501399668	0.968468367756114	0.992919919456625	0.991517829070563
Chrysiogenaceae	0.538613645492652	0.0621838592892058	0.220971919008741	0.968468367756114	0.992919919456625	0.991517829070563
Chthonomonadaceae	0.836897168304359	0.784506637305091	0.343515500353485	0.968468367756114	0.992919919456625	0.991517829070563
Clavicipitaceae	0.372490199537336	0.390364538173869	0.20212129685723	0.968468367756114	0.992919919456625	0.991517829070563
Clostridiaceae	0.141495357077484	0.652923805663002	0.844849436867817	0.968468367756114	0.992919919456625	0.991517829070563
Clostridiales Family XIII. Incertae Sedis	0.492754711486106	0.790417294628636	0.725644483051963	0.968468367756114	0.992919919456625	0.991517829070563
