Taxa	t.HC.T1.All	p.vals.HC.T1.All	adj.p.vals.HC.T1.All	t.HC.T2.All	p.vals.HC.T2.All	adj.p.vals.HC.T2.All	t.T1.T2.All	p.vals.T1.T2.All	adj.p.vals.T1.T2.All	t.HC.T1.UNC	p.vals.HC.T1.UNC	adj.p.vals.HC.T1.UNC	t.HC.T2.UNC	p.vals.HC.T2.UNC	adj.p.vals.HC.T2.UNC	t.T1.T2.UNC	p.vals.T1.T2.UNC	adj.p.vals.T1.T2.UNC	t.HC.T1.Denver	p.vals.HC.T1.Denver	adj.p.vals.HC.T1.Denver	t.HC.T2.Denver	p.vals.HC.T2.Denver	adj.p.vals.HC.T2.Denver	t.T1.T2.Denver	p.vals.T1.T2.Denver	adj.p.vals.T1.T2.Denver
UNMAPPED	0.720668761363568	0.472171497770214	0.570103363974407	0.768908186779796	0.443253526685733	0.576939354215349	-0.474708222528973	0.636356225879147	0.700851789312844	-0.233673610883056	0.816021507049118	0.905135017102144	0.220852796591351	0.825985842029698	0.888684437299279	-0.336051285230994	0.739025819170607	0.7951234886126	1.45836205559317	0.148560531721389	0.276747047663844	1.18117533976594	0.241477553944463	0.542908155764794	-0.352918362406554	0.725873852514485	0.845124556856151
UNINTEGRATED	-1.17793037845591	0.240598807286042	0.369977411204008	-1.04931899627079	0.295873326990437	0.424910592946619	0.712587438407974	0.478283180964681	0.558854182775935	-0.0688708097264161	0.945320128617926	0.95891785324528	-0.380517760720441	0.704980378117855	0.803296314038135	0.542068325017903	0.591526499450043	0.681405084172134	-1.81606622390655	0.0730150666098487	0.176317864554153	-1.42845061516449	0.157550552203241	0.442771379467728	0.510445387919588	0.612350029123765	0.784030942391205
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis	-1.38450548144796	0.167985373969918	0.277985948803012	-1.01202315123106	0.313382485950761	0.434734852850842	0.68719340996863	0.494052563508204	0.573171301436564	-0.677937136816353	0.500280508906759	0.734646152718934	-1.72730525780346	0.0897402099262179	0.199452834708768	-0.811411160447526	0.423124184089211	0.534645286872414	-0.979486711676559	0.330897143880206	0.460993456858748	-0.136589667042856	0.891739346284644	0.925818556970681	1.3161151006556	0.195108563735331	0.369798789405336
7ALPHADEHYDROX-PWY: cholate degradation (bacteria, anaerobic)	-3.58128850851303	0.000513198852476803	0.00211775728996757	-1.27513284166257	0.20481045693905	0.328907433310987	2.71489837082921	0.00820104760791287	0.0297060168908844	-2.8029956654489	0.00779513802165256	0.0306460604868054	-1.20940230883968	0.234169893671385	0.373686221399001	1.53203009409572	0.135342690713005	0.259539512779057	-2.01866965923468	0.0469731468457053	0.130882443347863	-0.260552719214869	0.795309741533259	0.900246443541119	2.36228250708655	0.022758929893282	0.173053544636068
ANAEROFRUCAT-PWY: homolactic fermentation	-2.87578453839252	0.00449530459478719	0.0143673460578493	-1.03026911303502	0.304433690604426	0.429633693233951	1.78614132597003	0.0780649214350112	0.142174102725216	-2.00693029513605	0.0478292687522578	0.128489635051812	-0.395646220003619	0.693572048251704	0.796142562429773	1.5627936257188	0.127937827117643	0.249630820727326	-3.1019937281569	0.00267193910037268	0.0188887616255791	-1.81490573077305	0.073706971436406	0.275042558803317	1.09399661171811	0.280047122135089	0.46896493870867
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	1.83080883603597	0.0687373375240272	0.141125303240968	-0.246470661287156	0.805680224070633	0.884349336858675	-2.02058435726386	0.0468460315893578	0.0966570018869028	1.99101253492095	0.0495492346269578	0.131325613726734	-1.32836129600664	0.189230153386353	0.324679105283953	-2.89031307601104	0.00685849507157341	0.125575516114898	0.617709282538865	0.538522640337069	0.629241508064102	0.385556858828464	0.700990082902437	0.84015723171395	-0.376400806253204	0.708469877821765	0.832354845172437
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	3.38952199338436	0.000852262123393417	0.00334743918344884	3.4695724436873	0.000666750458094517	0.00985966346376299	0.298699068263544	0.765984870850101	0.808126433324054	1.59810348332163	0.114565500451839	0.254070429573467	3.36769193869462	0.00114252672478433	0.0497963594552202	1.297050838539	0.203888007558254	0.323124715933745	2.5236066957236	0.0149818860364863	0.0586413966752246	1.84417036860838	0.0696037760119911	0.270128940237013	-0.559389758721725	0.57879796687857	0.75778368354383
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	-3.68041465903773	0.000323353930081896	0.00146407473898192	-2.29930269732405	0.0231016891701943	0.0886017725821568	1.87567905327513	0.064539758089183	0.121618272468634	-2.39193581563176	0.0199051222905481	0.0675944777783195	-2.03321007449403	0.0468562667364202	0.13918042230731	0.58673339367947	0.561499582218824	0.659879125688806	-2.86380299546409	0.00531353249358065	0.0277307518485033	-1.53801147068299	0.128520348837464	0.393207440125559	1.85056868615783	0.0711094805582214	0.230052279554991
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	0.661747814990134	0.508940998023572	0.603326419475216	0.449953358861663	0.653361729149517	0.75263577280121	-0.2846677323268	0.776672955972973	0.811523665535863	0.606909560374257	0.545390116250145	0.763078016727671	0.248012647879126	0.805044325457264	0.886636655740094	-0.0622513121666147	0.95074991080409	0.956618737413992	-0.904609947469813	0.368926406479999	0.497874215760798	-0.802992736424451	0.424749511058158	0.672176410703687	-0.346480138477259	0.730671705125818	0.847683188153084
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	-0.160826403440251	0.87240229567288	0.904531410744068	0.0878162771310837	0.930138610117414	0.956546330909391	0.016901886146794	0.98655918124104	0.98959474795255	0.106943094805595	0.915079830185221	0.946975711691026	0.0425418570528138	0.966230432808175	0.982983777915734	0.099737650885279	0.921174838889066	0.944349048672438	-1.57595126165021	0.119124595361477	0.231954258378355	-1.13102391900882	0.261818563695288	0.565250673938171	-0.094781802376321	0.924928454432043	0.957227543316971
ARO-PWY: chorismate biosynthesis I	5.41342995215486	2.16230548565207e-07	2.61078366045398e-06	1.52149168436165	0.130416536992508	0.24188876612752	-4.08784008190791	0.000107088941394685	0.00581849914911121	4.66629496308022	1.44964837808395e-05	0.000263812457529267	1.62980919036494	0.108231411509565	0.221908428629675	-2.53023347115496	0.0165173648603635	0.125575516114898	3.20043891195539	0.00195281777656585	0.0151575855990587	0.59278657825047	0.555212341652614	0.747113767760811	-3.20256238656664	0.00256442651065684	0.161831010277428
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	3.5402814375555	0.000504476473376991	0.00211775728996757	1.38843146859073	0.167158705380263	0.281220564557732	-2.16375073661172	0.0336258045356463	0.0744075720903325	2.06937419258792	0.0418876247990478	0.118742310299909	0.0233588020591825	0.98144720639857	0.98750552248745	-1.64586759259615	0.109579408799815	0.233482923325095	3.22339590597341	0.00209671633901026	0.0158960355004034	2.11229162365539	0.0383223568353971	0.189534355361693	-1.48385667107126	0.145140613145267	0.29862994943342
AST-PWY: L-arginine degradation II (AST pathway)	-0.955166145207422	0.341074380860168	0.474008057709332	1.67641736050824	0.0963043128027745	0.194821866159486	2.15613837943333	0.0342366129249996	0.0744075720903325	-0.250105351914817	0.80326925856123	0.899882399625295	1.85931492811164	0.0670882628674453	0.159640683903556	1.45236228979644	0.156136503240844	0.278144809051996	-1.10761390706585	0.271527393706631	0.408622695649953	0.57109737434541	0.571341002576918	0.75103696306482	1.6645494731825	0.103274068662245	0.254061104422662
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	-1.97122790836024	0.0504364969618875	0.108889390791889	-1.24752926835281	0.213992610781363	0.338648500556913	0.431471031785611	0.667347411848779	0.72518418754234	-1.60375818413133	0.112701537934824	0.253384147356916	-1.74497807843066	0.0858312485607349	0.194312409936108	-0.29944334543577	0.766538147548021	0.813978619220374	-1.93365837485618	0.0568205423390779	0.149383038730156	-0.918242302232575	0.361616434337431	0.630491892329889	1.12044926420207	0.268741411281797	0.463543386655374
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	6.62116568758582	3.59973484257258e-10	9.23501588056781e-09	2.38016807422829	0.0185551054726594	0.0746785726430489	-4.2946193459738	5.11151628429216e-05	0.00453547706717578	5.56204304830176	2.11205222678162e-07	1.72132256482702e-05	1.17002013335685	0.246687215988925	0.382952535297093	-3.16065028640282	0.00343187628598777	0.125575516114898	4.69753345646129	1.39751583555522e-05	0.000267994213171178	2.4250929868998	0.0178597816404411	0.132598210917295	-3.01935660486854	0.004249323379593	0.161831010277428
CALVIN-PWY: Calvin-Benson-Bassham cycle	7.68236058419437	9.07770706094892e-13	1.47966625093467e-10	3.69970514835258	0.000312094530458028	0.0048448960442532	-3.20003379227636	0.00200568896398789	0.0180672729936443	5.11704081851614	2.44402758085749e-06	9.95941239199426e-05	2.79512721819985	0.00682386741491229	0.0695181492894189	-2.16710898837226	0.0377780498836955	0.14155912944925	6.3512585106094	1.48169877754753e-08	2.41516900740248e-06	3.12175734583505	0.00262776222846414	0.0549327829307138	-2.37622902171354	0.0220149277729534	0.173053544636068
CENTFERM-PWY: pyruvate fermentation to butanoate	-0.885840303912751	0.376901588011841	0.501509868130041	1.04349876489684	0.298235014499333	0.426423748801678	2.54158050638045	0.0130718211485626	0.0412429305555658	-2.16488443503187	0.0336810809358544	0.100734242065033	-0.277545142935677	0.782334112324302	0.869915356025903	1.36499892975432	0.181774377978537	0.303488121491297	0.452366661969347	0.653833027578208	0.727472924882238	1.22617182330748	0.229142950972617	0.529791503667186	2.23697062571925	0.0305256763656977	0.173657567980942
CITRULBIO-PWY: L-citrulline biosynthesis	-4.56737795137224	1.29812264707672e-05	9.40417739882247e-05	-3.15817041383331	0.00206562928641712	0.0205918306213299	1.96021934556004	0.0536356826086573	0.105555284948733	-3.69075944957166	0.000617529642325037	0.00402629326795924	-2.26794248607729	0.0283442369976959	0.117740913347542	2.04321039781712	0.0493390995386416	0.159883193259532	-2.87435065102975	0.0053524832052716	0.0277307518485033	-1.98694247223539	0.0510336662767045	0.216064613067606	1.14140850070698	0.260016768049372	0.450880140340932
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	4.2345911952146	3.57166529762737e-05	0.000215622756856763	1.96559306511573	0.0509769769824901	0.12678839169782	-2.65757055349798	0.00958968183262431	0.0325649612232867	3.94903116910208	0.00014925152442212	0.001420185407457	1.58044091528431	0.117613843581917	0.236679709924104	-2.37844047987396	0.0235239353364202	0.136659461171235	2.35542597206402	0.0210500702872199	0.0756910300349097	1.13614145335708	0.259669028074641	0.565250673938171	-1.62314033733152	0.111869092532946	0.255241685855899
